log_snippet,failure_type,build_duration_sec,failed_stage,retry_count,agent
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,133,Checkout,1,agent-3
"BUILD FAILED
[ERROR] symbol not found
[ERROR] package com.example does not exist
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile
Exit code: 1",compilation_failure,82,Build,2,agent-2
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,285,Package,0,master
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,230,Deploy,1,agent-1
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,403,Test,1,agent-3
"junit.framework.AssertionFailedError: Login should return token
Expected: not null  but was: null
Tests run: 12, Failures: 1, Errors: 0
Finished: FAILURE",test_failure,424,Deploy,2,agent-1
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,534,Build,1,master
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,313,Package,2,master
"SonarScanner failed to execute
ERROR: Error during SonarQube Scanner execution
Failed to upload report: HTTP 500 Internal Server Error
Finished: FAILURE",sonarqube_error,194,Checkout,3,agent-2
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,47,Test,0,agent-2
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,34,Checkout,2,agent-3
"ERROR: QUALITY GATE FAILURE
Condition: Coverage on New Code < 80%
Condition: Bugs > 0
Project failed the quality gate.
BUILD FAILURE",code_quality_gate,262,Deploy,3,master
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,494,Checkout,1,agent-2
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,534,Package,0,agent-3
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,207,Package,2,master
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,520,Checkout,0,agent-1
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,398,Build,0,agent-3
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,541,Checkout,3,master
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,649,Package,2,agent-2
"junit.framework.AssertionFailedError: Login should return token
Expected: not null  but was: null
Tests run: 12, Failures: 1, Errors: 0
Finished: FAILURE",test_failure,209,Test,0,master
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,331,Analysis,0,agent-3
"Kubernetes deployment failed
Error from server: deployments.apps not found
kubectl: error: context deadline exceeded
Finished: FAILURE",deployment_error,384,Checkout,0,master
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,665,Analysis,2,master
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,591,Test,0,agent-2
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,70,Package,2,agent-2
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,624,Deploy,2,master
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,31,Test,0,agent-3
"junit.framework.AssertionFailedError: Login should return token
Expected: not null  but was: null
Tests run: 12, Failures: 1, Errors: 0
Finished: FAILURE",test_failure,570,Checkout,2,agent-1
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,718,Build,2,agent-2
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,29,Deploy,1,agent-3
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,194,Build,3,agent-2
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,308,Build,3,agent-3
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,686,Deploy,3,agent-2
"SonarScanner failed to execute
ERROR: Error during SonarQube Scanner execution
Failed to upload report: HTTP 500 Internal Server Error
Finished: FAILURE",sonarqube_error,220,Build,2,agent-3
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,605,Analysis,1,master
"SonarScanner failed to execute
ERROR: Error during SonarQube Scanner execution
Failed to upload report: HTTP 500 Internal Server Error
Finished: FAILURE",sonarqube_error,650,Test,1,agent-1
"BUILD FAILED
[ERROR] symbol not found
[ERROR] package com.example does not exist
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile
Exit code: 1",compilation_failure,448,Analysis,3,agent-1
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,598,Package,3,agent-3
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,688,Deploy,2,agent-1
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,210,Package,1,agent-1
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,677,Build,2,agent-3
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,248,Analysis,2,master
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,255,Deploy,2,agent-2
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,496,Package,3,agent-3
